prefix	name	value	dec	hex	kind	comment	src_file	src_line
CM	CM_DROPCOUNTITEM	1064	1064	0x428	client->server	겹치기 아이템 떨어뜨림	Source/Common/Grobal2.pas	1768
CM	CM_USERMAKEITEMSEL	1065	1065	0x429	client->server		Source/Common/Grobal2.pas	1770
CM	CM_USERMAKEITEM	1066	1066	0x42A	client->server		Source/Common/Grobal2.pas	1771
CM	CM_ITEMSUMCOUNT	1067	1067	0x42B	client->server		Source/Common/Grobal2.pas	1772
CM	CM_MARKET_LIST	1068	1068	0x42C	client->server	위탁판매 레스트 요청	Source/Common/Grobal2.pas	1775
CM	CM_MARKET_SELL	1069	1069	0x42D	client->server	위탁판매 유저 -> NPC	Source/Common/Grobal2.pas	1776
CM	CM_MARKET_BUY	1070	1070	0x42E	client->server	위탁사기 NPC -> 유저	Source/Common/Grobal2.pas	1777
CM	CM_MARKET_CANCEL	1071	1071	0x42F	client->server	위탁취소 NPC -> 유저	Source/Common/Grobal2.pas	1778
CM	CM_MARKET_GETPAY	1072	1072	0x430	client->server	위탁금회수 NPC -> 유저	Source/Common/Grobal2.pas	1779
CM	CM_MARKET_CLOSE	1073	1073	0x431	client->server	위탁상점 이용 끝	Source/Common/Grobal2.pas	1780
CM	CM_GUILDAGITLIST	1074	1074	0x432	client->server		Source/Common/Grobal2.pas	1783
CM	CM_GUILDAGIT_TAG_ADD	1075	1075	0x433	client->server	장원 쪽지 보내기	Source/Common/Grobal2.pas	1784
CM	CM_GABOARD_LIST	1076	1076	0x434	client->server	장원게시판 리스트	Source/Common/Grobal2.pas	1787
CM	CM_GABOARD_ADD	1077	1077	0x435	client->server	장원게시판 글쓰기	Source/Common/Grobal2.pas	1788
CM	CM_GABOARD_READ	1078	1078	0x436	client->server	장원게시판 글읽기	Source/Common/Grobal2.pas	1789
CM	CM_GABOARD_EDIT	1079	1079	0x437	client->server	장원게시판 글수정	Source/Common/Grobal2.pas	1790
CM	CM_GABOARD_DEL	1080	1080	0x438	client->server	장원게시판 글삭제	Source/Common/Grobal2.pas	1791
CM	CM_GABOARD_NOTICE_CHECK	1081	1081	0x439	client->server	장원게시판 공지사항 쓰기 체크	Source/Common/Grobal2.pas	1792
CM	CM_TAG_ADD_DOUBLE	1082	1082	0x43A	client->server	두명 동시 쪽지 추가	Source/Common/Grobal2.pas	1794
CM	CM_DECOITEM_BUY	1083	1083	0x43B	client->server	장원꾸미기 아이템 구입	Source/Common/Grobal2.pas	1797
CM	CM_CREATEGROUPREQ_OK	1084	1084	0x43C	client->server	그룹 결성 확인	Source/Common/Grobal2.pas	1800
CM	CM_CREATEGROUPREQ_FAIL	1085	1085	0x43D	client->server	그룹 결성 확인	Source/Common/Grobal2.pas	1801
CM	CM_ADDGROUPMEMBERREQ_OK	1086	1086	0x43E	client->server	그룹 결성 확인	Source/Common/Grobal2.pas	1803
CM	CM_ADDGROUPMEMBERREQ_FAIL	1087	1087	0x43F	client->server	그룹 결성 확인	Source/Common/Grobal2.pas	1804
CM	CM_LM_DELETE_REQ_OK	1088	1088	0x440	client->server	관계 파기 OK	Source/Common/Grobal2.pas	1807
CM	CM_LM_DELETE_REQ_FAIL	1089	1089	0x441	client->server	관계 파기 FAIL	Source/Common/Grobal2.pas	1808
CM	CM_CLIENT_CHECKTIME	1100	1100	0x44C	client->server		Source/Common/Grobal2.pas	1810
CM	CM_CANCLOSE	1101	1101	0x44D	client->server		Source/Common/Grobal2.pas	1811
ISM	ISM_PASSWDSUCCESS	100	100	0x64	inter-server	패스워드 통과, Certification+ID	Source/Common/Grobal2.pas	2035
ISM	ISM_CANCELADMISSION	101	101	0x65	inter-server	Certification 승인취소..	Source/Common/Grobal2.pas	2036
ISM	ISM_USERCLOSED	102	102	0x66	inter-server	사용자 접속 끊음	Source/Common/Grobal2.pas	2037
ISM	ISM_USERCOUNT	103	103	0x67	inter-server	이 서버의 사용자 수	Source/Common/Grobal2.pas	2038
ISM	ISM_TOTALUSERCOUNT	104	104	0x68	inter-server		Source/Common/Grobal2.pas	2039
ISM	ISM_SHIFTVENTURESERVER	110	110	0x6E	inter-server		Source/Common/Grobal2.pas	2040
ISM	ISM_ACCOUNTEXPIRED	111	111	0x6F	inter-server		Source/Common/Grobal2.pas	2041
ISM	ISM_GAMETIMEOFTIMECARDUSER	112	112	0x70	inter-server		Source/Common/Grobal2.pas	2042
ISM	ISM_USAGEINFORMATION	113	113	0x71	inter-server		Source/Common/Grobal2.pas	2043
ISM	ISM_FUNC_USEROPEN	114	114	0x72	inter-server		Source/Common/Grobal2.pas	2044
ISM	ISM_FUNC_USERCLOSE	115	115	0x73	inter-server		Source/Common/Grobal2.pas	2045
ISM	ISM_CHECKTIMEACCOUNT	116	116	0x74	inter-server		Source/Common/Grobal2.pas	2046
ISM	ISM_REQUEST_PUBLICKEY	117	117	0x75	inter-server		Source/Common/Grobal2.pas	2047
ISM	ISM_SEND_PUBLICKEY	118	118	0x76	inter-server		Source/Common/Grobal2.pas	2048
ISM	ISM_PREMIUMCHECK	119	119	0x77	inter-server		Source/Common/Grobal2.pas	2049
ISM	ISM_EVENTCHECK	120	120	0x78	inter-server		Source/Common/Grobal2.pas	2050
ISM	ISM_USERSERVERCHANGE	200	200	0xC8	inter-server		Source/Common/Grobal2.pas	2054
ISM	ISM_USERLOGON	201	201	0xC9	inter-server		Source/Common/Grobal2.pas	2055
ISM	ISM_USERLOGOUT	202	202	0xCA	inter-server		Source/Common/Grobal2.pas	2056
ISM	ISM_WHISPER	203	203	0xCB	inter-server		Source/Common/Grobal2.pas	2057
ISM	ISM_SYSOPMSG	204	204	0xCC	inter-server		Source/Common/Grobal2.pas	2058
ISM	ISM_ADDGUILD	205	205	0xCD	inter-server		Source/Common/Grobal2.pas	2059
ISM	ISM_DELGUILD	206	206	0xCE	inter-server		Source/Common/Grobal2.pas	2060
ISM	ISM_RELOADGUILD	207	207	0xCF	inter-server		Source/Common/Grobal2.pas	2061
ISM	ISM_GUILDMSG	208	208	0xD0	inter-server		Source/Common/Grobal2.pas	2062
ISM	ISM_CHATPROHIBITION	209	209	0xD1	inter-server	채금	Source/Common/Grobal2.pas	2063
ISM	ISM_CHATPROHIBITIONCANCEL	210	210	0xD2	inter-server	채금해제	Source/Common/Grobal2.pas	2064
ISM	ISM_CHANGECASTLEOWNER	211	211	0xD3	inter-server	사북성 주인 변경	Source/Common/Grobal2.pas	2065
ISM	ISM_RELOADCASTLEINFO	212	212	0xD4	inter-server	사북성정보가 변경됨	Source/Common/Grobal2.pas	2066
ISM	ISM_RELOADADMIN	213	213	0xD5	inter-server		Source/Common/Grobal2.pas	2067
ISM	ISM_FRIEND_INFO	214	214	0xD6	inter-server	친구정보 추가	Source/Common/Grobal2.pas	2070
ISM	ISM_FRIEND_DELETE	215	215	0xD7	inter-server	친구 삭제	Source/Common/Grobal2.pas	2071
ISM	ISM_FRIEND_OPEN	216	216	0xD8	inter-server	친구 시스템 열기	Source/Common/Grobal2.pas	2072
ISM	ISM_FRIEND_CLOSE	217	217	0xD9	inter-server	친구 시스템 닫기	Source/Common/Grobal2.pas	2073
ISM	ISM_FRIEND_RESULT	218	218	0xDA	inter-server	결과값 전송	Source/Common/Grobal2.pas	2074
ISM	ISM_TAG_SEND	219	219	0xDB	inter-server	쪽지 전송	Source/Common/Grobal2.pas	2076
ISM	ISM_TAG_RESULT	220	220	0xDC	inter-server	결과값 전송	Source/Common/Grobal2.pas	2077
ISM	ISM_USER_INFO	221	221	0xDD	inter-server	유저의 접속상태 전송	Source/Common/Grobal2.pas	2079
ISM	ISM_CHANGESERVERRECIEVEOK	222	222	0xDE	inter-server		Source/Common/Grobal2.pas	2081
ISM	ISM_RELOADCHATLOG	223	223	0xDF	inter-server		Source/Common/Grobal2.pas	2083
ISM	ISM_MARKETOPEN	224	224	0xE0	inter-server		Source/Common/Grobal2.pas	2085
ISM	ISM_MARKETCLOSE	225	225	0xE1	inter-server		Source/Common/Grobal2.pas	2086
ISM	ISM_LM_DELETE	226	226	0xE2	inter-server		Source/Common/Grobal2.pas	2090
ISM	ISM_RELOADMAKEITEMLIST	227	227	0xE3	inter-server	제조 재료 목록 리로드	Source/Common/Grobal2.pas	2093
ISM	ISM_GUILDMEMBER_RECALL	228	228	0xE4	inter-server	문원소환	Source/Common/Grobal2.pas	2096
ISM	ISM_RELOADGUILDAGIT	229	229	0xE5	inter-server	문파장원정보 리로드.	Source/Common/Grobal2.pas	2097
ISM	ISM_LM_WHISPER	230	230	0xE6	inter-server		Source/Common/Grobal2.pas	2100
ISM	ISM_GMWHISPER	231	231	0xE7	inter-server	운영자 귓말	Source/Common/Grobal2.pas	2101
ISM	ISM_LM_LOGIN	232	232	0xE8	inter-server	연인 로그인	Source/Common/Grobal2.pas	2103
ISM	ISM_LM_LOGOUT	233	233	0xE9	inter-server	연인 로그아웃	Source/Common/Grobal2.pas	2104
ISM	ISM_REQUEST_RECALL	234	234	0xEA	inter-server	소환 요청	Source/Common/Grobal2.pas	2105
ISM	ISM_RECALL	235	235	0xEB	inter-server	서버간 소환	Source/Common/Grobal2.pas	2106
ISM	ISM_LM_LOGIN_REPLY	236	236	0xEC	inter-server	로그인 했을 때 연인의 위치정보	Source/Common/Grobal2.pas	2107
ISM	ISM_LM_KILLED_MSG	237	237	0xED	inter-server	연인 살해 메시지	Source/Common/Grobal2.pas	2108
ISM	ISM_REQUEST_LOVERRECALL	238	238	0xEE	inter-server	연인 소환 요청	Source/Common/Grobal2.pas	2109
ISM	ISM_GUILDWAR	239	239	0xEF	inter-server	문파전 신청연장	Source/Common/Grobal2.pas	2111
ISM	ISM_STANDARDTICK	240	240	0xF0	inter-server	0번 서버의 표준 틱 정보	Source/Common/Grobal2.pas	2112
DBR	DBR_LOADHUMANRCD	1100	1100	0x44C	db-reply		Source/Common/Grobal2.pas	2161
DBR	DBR_SAVEHUMANRCD	1101	1101	0x44D	db-reply		Source/Common/Grobal2.pas	2162
DBR	DBR_IDPASSWD	1103	1103	0x44F	db-reply		Source/Common/Grobal2.pas	2163
DBR	DBR_NEWUSERID	1104	1104	0x450	db-reply		Source/Common/Grobal2.pas	2164
DBR	DBR_CHANGEPASSWD	1105	1105	0x451	db-reply		Source/Common/Grobal2.pas	2165
DBR	DBR_QUERYCHR	1106	1106	0x452	db-reply		Source/Common/Grobal2.pas	2166
DBR	DBR_NEWCHR	1107	1107	0x453	db-reply		Source/Common/Grobal2.pas	2167
DBR	DBR_GETOTHERNAMES	1108	1108	0x454	db-reply		Source/Common/Grobal2.pas	2168
DBR	DBR_ISVALIDUSER	1111	1111	0x457	db-reply		Source/Common/Grobal2.pas	2169
DBR	DBR_DELCHR	1112	1112	0x458	db-reply		Source/Common/Grobal2.pas	2170
DBR	DBR_ISVALIDUSERWITHID	1113	1113	0x459	db-reply		Source/Common/Grobal2.pas	2171
DBR	DBR_GETACCOUNT	1117	1117	0x45D	db-reply		Source/Common/Grobal2.pas	2172
DBR	DBR_GETSERVER	1200	1200	0x4B0	db-reply		Source/Common/Grobal2.pas	2173
DBR	DBR_CHANGESERVER	1201	1201	0x4B1	db-reply		Source/Common/Grobal2.pas	2174
DBR	DBR_UPDATEUSERINFO	1202	1202	0x4B2	db-reply		Source/Common/Grobal2.pas	2175
DBR	DBR_FRIEND_LIST	1203	1203	0x4B3	db-reply	친구 리스트 전송	Source/Common/Grobal2.pas	2177
DBR	DBR_FRIEND_WONLIST	1204	1204	0x4B4	db-reply	친구로 등록한 사람 전송	Source/Common/Grobal2.pas	2178
DBR	DBR_FRIEND_RESULT	1205	1205	0x4B5	db-reply	명령어에 대한 결과값	Source/Common/Grobal2.pas	2179
DBR	DBR_TAG_LIST	1206	1206	0x4B6	db-reply	쪽지 리스트 전송	Source/Common/Grobal2.pas	2181
DBR	DBR_TAG_REJECT_LIST	1207	1207	0x4B7	db-reply	거부자 리스트 전송	Source/Common/Grobal2.pas	2182
DBR	DBR_TAG_NOTREADCOUNT	1208	1208	0x4B8	db-reply	읽지않은 쪽지 새수 전송	Source/Common/Grobal2.pas	2183
DBR	DBR_TAG_RESULT	1209	1209	0x4B9	db-reply	멸령에 대한 결과값	Source/Common/Grobal2.pas	2184
DBR	DBR_LM_LIST	1210	1210	0x4BA	db-reply	관계 리스트 얻어오기	Source/Common/Grobal2.pas	2186
DBR	DBR_LM_RESULT	1211	1211	0x4BB	db-reply	명령어에 대한 결과값	Source/Common/Grobal2.pas	2187
DBR	DBR_FAIL	2000	2000	0x7D0	db-reply		Source/Common/Grobal2.pas	2189
DBR	DBR_NONE	2000	2000	0x7D0	db-reply		Source/Common/Grobal2.pas	2190
